Headlines,link,Date
https://www.hindustantimes.com/business-news/sbi-posts-surprise-loss-in-third-quarter-on-higher-bad-loan-provisions/story-4HW95F8Z6ZKBFsbGIDoTmJ.html,SBI posts surprise loss in third quarter on higher bad loan provisions,
https://www.hindustantimes.com/business-news/direct-tax-kitty-grows-19-to-rs-6-95-lakh-crore-in-april-january/story-N6j51YhN852LQils2l4N4N.html,Direct tax kitty grows 19% to Rs 6.95 lakh crore in April-January,
https://www.hindustantimes.com/world-news/french-nun-cured-of-decades-old-back-ailment-named-70th-lourdes-miracle/story-5PnSb2QFNQ7Bs9aRpX3eWL.html,French nun cured of decades-old back ailment named 70th Lourdes miracle,
https://www.hindustantimes.com/world-news/pakistan-rejects-allegations-over-terror-attack-on-sunjwan-army-camp/story-utxHBBCHTCz0S1HM1ru6RL.html,Pakistan rejects allegations over terror attack on Sunjuwan army camp,
https://www.hindustantimes.com/world-news/world-s-tallest-hotel-set-to-open-in-dubai-tomorrow/story-W7i788nPBw4P2Ygx7eKpqN.html,World’s tallest hotel set to open in Dubai tomorrow,
https://www.hindustantimes.com/world-news/pashtuns-protesting-encounter-killing-end-stir-after-govt-assurances/story-iY8zMe4j7Oiifjstmxu8lK.html,Pashtuns protesting encounter killing end stir after govt assurances,
https://www.hindustantimes.com/world-news/muslim-schoolboy-triggered-terror-alert-with-water-pistol-family-allege-islamophobia/story-6T7IVYzypVcfBym4UbouHP.html,"Muslim schoolboy triggered terror alert with water pistol, family allege Islamophobia",
https://www.hindustantimes.com/world-news/egypt-hits-sinai-targets-killing-16-and-arresting-dozens/story-qu7MXSHstlCqQjH7nEJpKP.html,"Egypt hits Sinai targets, killing 16 and arresting dozens",
https://www.hindustantimes.com/world-news/boko-haram-releases-13-hostages-after-talks-with-nigeria/story-m3a4H8y8iy3ASbd34d9nSK.html,Boko Haram releases 13 hostages after talks with Nigeria,
https://www.hindustantimes.com/world-news/un-chief-calls-for-immediate-de-escalation-in-syria-after-israel-raids/story-8Q3d8aKptARdnecTDRimnM.html,UN chief calls for immediate de-escalation in Syria after Israel raids,
https://www.hindustantimes.com/world-news/israel-will-not-allow-entrenchment-of-iran-s-military-in-syria-netanyahu/story-jZVDGvyRqfYl3lb4QvIokM.html,Israel will not allow ‘entrenchment’ of Iran’s military in Syria: Netanyahu,
https://www.hindustantimes.com/world-news/after-white-house-aides-resign-trump-says-people-s-lives-being-shattered-by-mere-allegation/story-9SFOpngi5VkDBurqZwc0zI.html,"After White House aides resign, Trump says people’s lives being shattered by ‘mere allegation’",
https://www.hindustantimes.com/world-news/turkish-military-copter-crashes-in-syria-2-killed/story-HvhA8uGPoRSu5zl1tX3LGO.html,"Turkish military copter crashes in Syria, 2 killed",
https://www.hindustantimes.com/world-news/trump-asks-democrats-to-re-do-very-political-memo/story-DFCs6bQCtueQfL2Oxs5NnJ.html,Trump asks Democrats to re-do ‘very political’ memo ,
https://www.hindustantimes.com/world-news/pakistan-refuses-to-side-with-maldives-on-emergency/story-4WdUzQO9pWDn9FMFBPRdiN.html,Pakistan refuses to side with Maldives on emergency,
https://www.hindustantimes.com/education/ignou-term-end-result-grade-card-for-dec-2017-exams-released-here-s-how-to-check/story-ECYs9wlQJ2dExUpLoIW61N.html,"IGNOU term end exam 2017: Grade card released, here’s how to check",
https://www.hindustantimes.com/education/up-board-exams-begin-today-under-police-cctv-vigil/story-yFqYEI6F1mChZmPCbyKqSN.html,"UP board exams begin today under police, CCTV vigil",
https://www.hindustantimes.com/education/kvs-admit-card-for-officer-librarian-and-non-teaching-staff-exam-2018-released/story-EuQjOxUTwvLtNWAwK2klhK.html,"KVS admit card for officer, librarian and non-teaching staff exam 2018 released",
https://www.hindustantimes.com/education/rpsc-grade-2-senior-teacher-result-social-science-released-here-s-how-to-check/story-QyNIHOHEMLGqCsHsCv4XNM.html,"RPSC grade 2 senior teacher result for social science released, here’s how to check",
https://www.hindustantimes.com/delhi-news/du-admissions-colleges-to-appoint-forensic-teams-to-check-forged-certificates/story-ysc4a1tEjDw2g0QnC7LwPO.html,DU admissions: Colleges to appoint forensic teams to check forged certificates  ,
https://www.hindustantimes.com/education/upsc-prelims-2018-notification-expected-soon-get-ready-to-apply/story-XLNv7yccHPsxm05e2wEbJJ.html,"UPSC Civil Services prelims 2018 notification  tomorrow, get ready to apply",
https://www.hindustantimes.com/education/anna-university-ug-pg-result-2018-declared-here-s-how-to-check/story-1C7QX3zjdaSxf3qGUMjYAN.html,"Anna University UG/PG result 2018 declared, here’s how to check",
https://www.hindustantimes.com/education/dhse-kerala-first-year-higher-secondary-equivalency-result-declared-here-s-how-to-check/story-vjpClnLF901BzJ5IpjykNJ.html,"DHSE Kerala first year higher secondary equivalency result declared, here’s how to check",
https://www.hindustantimes.com/education/govt-wants-pvt-schools-ranked-on-safety-infrastructure/story-mMdz2OhCQY32r9g3z7lzNL.html,"Govt wants private schools ranked on safety, infrastructure  ",
https://www.hindustantimes.com/education/gargi-college-s-reverie-2018-is-proof-that-du-fests-are-getting-grander-by-the-year/story-Wbmja4D7VTgAqGjcd4xDCJ.html,Gargi College’s Reverie 2018 is proof that DU fests are getting grander by the year,
https://www.hindustantimes.com/education/mba-students-to-learn-indian-ethos-and-business-ethics/story-cjNZXNWYc4zb5Tt9rptj8I.html,MBA students to learn Indian ethos and business ethics,
https://www.hindustantimes.com/education/after-child-rights-body-objects-cbse-scraps-uniform-evaluation-policy-for-classes-6-8/story-7eDrzUTiMKdbJb5bKMyt0I.html,"After child rights body objects, CBSE scraps uniform evaluation policy for classes 6-8",
https://www.hindustantimes.com/pune-news/pune-girl-tops-upsc-exams/story-zQ0G3ZWCigJ9o0rTXF0naI.html,Pune girl Shruti Vinod Shrikhande tops UPSC exams,
https://www.hindustantimes.com/business-news/vc-investor-mahesh-murthy-arrested-in-mumbai-on-charge-of-sexual-harassment/story-4CPwI7guzRdJECBowXLi9K.html,VC investor Mahesh Murthy gets anticipatory bail after charges of sexual harassment ,
https://www.hindustantimes.com/business-news/state-bank-of-india-posts-surprise-loss-in-third-quarter/story-OXqfcmnfidxwmYfte63DUI.html,State Bank of India posts  surprise loss in third quarter,
https://www.hindustantimes.com/business-news/govt-to-save-rs-1-600-crore-every-year-in-foodgrain-procurement-post-gst/story-4x1izQzcW6Nu4fDuSdkx3O.html,"Govt to save Rs 1,600 crore every year  in foodgrain procurement post GST",
https://www.hindustantimes.com/business-news/india-could-remove-export-duty-on-sugar-to-raise-prices-says-food-minister/story-gz2Plj4W8TvGDxwT6EDkbN.html,"India could remove export duty on sugar to raise prices, says food minister",
https://www.hindustantimes.com/business-news/fall-in-gold-prices-perks-up-demand-ahead-of-festive-wedding-seasons-in-asia/story-oZPF0Ko93QWGZ4h30YoSQO.html,"Fall in gold prices perks up demand ahead of festive, wedding seasons in Asia",
https://www.hindustantimes.com/business-news/fortis-healthcare-arm-gave-rs-473-crore-loan-to-singh-brothers-firms/story-22IKbyH7YAGNdSxX7fRZUO.html,Fortis Healthcare arm gave Rs 473 crore loan to Singh brothers’ firms,
https://www.hindustantimes.com/business-news/tata-steel-jsw-steel-now-face-off-over-bhushan-power/story-MTpSxCXXafogfuxZA9fcuM.html,"Tata Steel, JSW Steel now face off over Bhushan Power",
https://www.hindustantimes.com/business-news/india-s-january-cpi-inflation-seen-easing-only-slightly-still-above-target-says-poll/story-Ki9m8y1qyjhUCyvPbGf3jN.html,"India’s January CPI inflation seen easing only slightly, still above target, says poll",
https://www.hindustantimes.com/business-news/glenmark-pharma-shares-fall-nearly-10-hit-52-week-low-after-q3-earnings-report/story-esLrvukau8vCskubLesyDL.html,"Glenmark Pharma shares fall nearly 10%, hit 52-week low after Q3 earnings report",
https://www.hindustantimes.com/business-news/m-m-sells-22-stake-in-jv-mahindra-sanyo-for-rs-146-32-crore/story-s7t4y2wkQwf5hQv4ZoPKDI.html,M&M sells 22% stake in JV Mahindra Sanyo for Rs 146.32 crore,
https://www.hindustantimes.com/business-news/oil-prices-fall-for-sixth-day-as-supply-fears-grow/story-uoPyanOqCjYTSbnX0q9UNJ.html,"Even as equities crumble, oil prices continue to fall",
https://www.hindustantimes.com/business-news/these-are-the-most-expensive-indian-stocks-despite-global-market-rout/story-68s1ydMFIRgMCcMGHnVgeI.html,These are the most expensive Indian stocks despite global market rout,
https://www.hindustantimes.com/business-news/rupee-at-64-39-loses-13-paise-against-dollar-on-losses-in-equity-markets/story-qiJivPTl9Rj1Ty5J06ySmK.html,"Rupee at 64.39, loses 13 paise against dollar on losses in equity markets",
https://www.hindustantimes.com/world-news/muslim-singer-forced-to-quit-french-show-questioning-2016-terror-attacks/story-vHreZYzmKx08BqRM5jfsdI.html,Muslim singer forced to quit French show questioning 2016 terror attacks,
https://www.hindustantimes.com/world-news/killing-of-this-young-man-is-channelling-the-anger-of-pakistan-s-pashtuns/story-OJFC5m4TBYFdUUn0wHy9OJ.html,Killing of this young man is channelling the anger of  Pakistan’s Pashtuns,
https://www.hindustantimes.com/world-news/indian-woman-falls-to-death-from-sharjah-building/story-dwaFVLkwd589Bir60IclJI.html,Indian woman falls to death from Sharjah building,
https://www.hindustantimes.com/world-news/uk-minister-backs-right-to-ban-hijab-in-schools/story-tO5v5hM5ixoyvcGYBfaKwL.html,UK minister backs right to ban hijab in schools,
https://www.hindustantimes.com/world-news/abaya-not-necessary-attire-for-saudi-women-senior-cleric/story-Hlir4sXkEmyUHtGstxbeCI.html,Abaya not necessary attire for Saudi women: Senior cleric,
https://www.hindustantimes.com/world-news/kim-jong-un-invites-south-korean-president-moon-jae-in-to-pyongyang/story-3xuqxj5fSFHvTMQbkdjFfM.html,Kim Jong Un invites South Korean president Moon Jae-in to Pyongyang,
https://www.hindustantimes.com/world-news/indonesia-police-say-at-least-27-killed-as-bus-hits-motorbike-rolls-over-multiple-times/story-IFb48zMbfWlvUugo90UlHJ.html,"Indonesia: Police say at least 27 killed as bus hits motorbike, rolls over multiple times",
https://www.hindustantimes.com/world-news/china-pakistan-conduct-survey-on-earthquake-threat-in-gwadar-port-that-may-put-cpec-at-risk/story-AdTnjOvTAs2y4qN3GPJFyO.html,"China, Pakistan ‘conduct survey’ on earthquake threat in Gwadar Port that may put CPEC at risk  ",
https://www.hindustantimes.com/world-news/punjab-origin-man-jailed-in-uk-for-13-years-in-drug-dealing-case/story-XNP9RaNN4fVxN9o0ZnxChL.html,Punjab-origin man jailed in UK for 13 years in drug dealing case,
https://www.hindustantimes.com/world-news/soon-gurdwaras-will-be-seen-as-part-of-uk-heritage/story-8a0FozNgSsxH9wEeEJDiNL.html,"Soon, gurdwaras will be seen as part of UK heritage ",
https://www.hindustantimes.com/world-news/iran-denies-israeli-lies-says-syria-acting-in-self-defence/story-rDs1SHJZiPqrTV2dYMQeMN.html,"Iran denies Israeli ‘lies’, says Syria acting in ‘self-defence’",
https://www.hindustantimes.com/world-news/18-killed-as-double-decker-bus-topples-over-in-hong-kong/story-YpLdu1fRWk4BrXoI8lexEL.html,18 killed as double-decker bus topples over in Hong Kong,
https://www.hindustantimes.com/world-news/68-million-people-lifted-out-of-poverty-over-5-years-in-china-report/story-wN1aV76iTmpd1a5zf02qML.html,68 million people lifted out of poverty over 5 years in China: Report,
https://www.hindustantimes.com/education/tspsc-teachers-recruitment-test-schedule-released-exam-starts-on-february-24/story-MbFZ3EKelUzB0t47YSMFSI.html,"TSPSC teachers recruitment test: Schedule released, exam starts on February 24 ",
https://www.hindustantimes.com/education/upsc-cds-1-ota-result-2017-declared-check-at-upsc-gov-in/story-ADgT19GjIdtDFukl11qoDN.html,"UPSC CDS (1) OTA result 2017 declared, here’s how to check",
https://www.hindustantimes.com/education/ssc-cgl-tier-2-admit-card-released-for-central-region-here-s-how-to-download/story-yUQ9RTpck712LBiMFnNQaI.html,"SSC CGL Tier 2 admit card released for Central region candidates, here’s how to download",
https://www.hindustantimes.com/india-news/union-budget-2018-ekalavya-schools-to-focus-on-quality-education-of-tribals/story-QUya6Gb1S2WKQ5D6HdjqiP.html,Union Budget 2018: Ekalavya schools to focus on quality education of tribals,
https://www.hindustantimes.com/punjab/amity-proposes-rs-1000-1500-crore-investment-to-set-up-university-in-mohali/story-AFN3M3xh8zXIv3Hk9r0r1I.html,Amity proposes Rs 1000-1500 crore investment to set up university in Mohali,
https://www.hindustantimes.com/education/reet-admit-card-released-at-reetbser-com-here-s-how-to-download/story-5bGHupjFdthsXGzd6Ry0YL.html,"BSER REET admit card released, here’s how to download",
https://www.hindustantimes.com/education/pm-modi-pens-book-exam-warriors-to-address-students-on-how-to-deal-with-stress-on-feb-16/story-6OhWGYGAMuawXJqKLRanNI.html,"PM Modi pens book ‘exam warriors’, to address students on how to deal with stress on Feb 16",
https://www.hindustantimes.com/business-news/wall-street-does-it-again-u-s-stocks-fall-4-as-sell-off-deepens/story-UlI8oKT7dLWHc5USnxUvrM.html,Wall Street does it again: U.S. stocks fall 4% as sell-off deepens,
https://www.hindustantimes.com/business-news/sensex-falls-550-points-nifty-near-10-400-in-opening-trade/story-AO9bT9262AGf2iCiRup7mL.html,"Sensex, Nifty post biggest weekly loss since August 2015 as global rout resumes; Bank, Finance stocks lose most",
https://www.hindustantimes.com/business-news/indian-markets-brace-for-steep-fall-as-world-markets-nosedive/story-9uVvHorNH0kYkIlWkxbaKJ.html,Indian markets brace for steep fall as world markets nosedive,
https://www.hindustantimes.com/india-news/ltcg-tax-unpopular-but-beneficial-says-fm-arun-jaitley/story-YxD5Xno6R1R2TF5d9zafNK.html,"LTCG tax unpopular but beneficial, says FM Arun Jaitley ",
https://www.hindustantimes.com/business-news/fortis-promoters-malvinder-shivinder-singh-resign-from-company-s-board/story-gU4rPdv8tJRw4jujlLD8FK.html,"Fortis promoters Malvinder, Shivinder Singh resign from company’s board",
https://www.hindustantimes.com/business-news/banks-set-to-raise-lending-rates-pre-empting-rbi/story-SXdn1RqOqMlI5xZH0I0iyI.html,"Banks set to raise lending rates, pre-empting RBI",
https://www.hindustantimes.com/business-news/psbs-may-need-rs-2-06-trillion-capital-for-8-9-credit-growth-in-fy19-report/story-mx5lvpc8XuzD7pKLorOrNK.html,PSBs may need Rs 2.06 trillion capital for 8-9% credit growth in FY19: Report,
https://www.hindustantimes.com/business-news/swiggy-raises-100-million-from-naspers-china-s-meituan-dianping-in-series-f-funding/story-cKIlH1vrtRrXd7YZQNpPSM.html,"Swiggy raises $100 million from Naspers, China’s Meituan-Dianping in series F funding",
https://www.hindustantimes.com/business-news/jsw-piramal-offer-rs29-700-crore-for-bhushan-steel/story-Qw2hRcEj45u3jcYGSHGxAM.html,"JSW-Piramal offer Rs29,700 crore for Bhushan Steel",
https://www.hindustantimes.com/business-news/healthcare-banking-stocks-lift-equity-indices-after-7-day-losing-streak/story-oYKUdsRVMdZniDNQpHTGEI.html,"Healthcare, banking stocks lift equity indices after 7- day losing streak",
https://www.hindustantimes.com/business-news/gold-hits-four-week-low-on-strengthening-dollar-amid-us-rate-hike-views/story-AY4QYTfDKHI1imFk1ygrqL.html,"Gold hits three-week low, plunges Rs 600 to below Rs 31,000 level",
https://www.hindustantimes.com/business-news/stock-market-debut-galaxy-surfactants-opens-with-3-premium-at-rs-1-520/story-yTzJ0uJNv9WvDdoD7idAyJ.html,"Stock market debut: Galaxy Surfactants opens with 3% premium at Rs 1,520",
https://www.hindustantimes.com/business-news/india-placed-44-out-of-50-nations-in-global-intellectual-property-index/story-6f1osG90qe1ThBMYygDS3O.html,India placed 44 out of 50 nations in global Intellectual Property index,
https://www.hindustantimes.com/world-news/uk-pm-s-historic-brexit-letter-cost-nearly-1000-to-deliver/story-VQHW2z9X9Tk5B7Uc15XKON.html,UK PM’s Historic Brexit letter cost nearly £1000 to deliver,
https://www.hindustantimes.com/world-news/canadian-parliamentary-secy-refers-to-punjab-as-a-country/story-3BbgwS0zX95v8ktRfpCMzN.html,Canadian parliamentary secy refers to Punjab as a ‘country’,
https://www.hindustantimes.com/world-news/trump-s-speech-writer-david-sorensen-becomes-second-white-house-aide-to-quit-over-abuse-claims/story-1eTNDrZf8crnTUS9VARFPM.html,Trump’s speech-writer David Sorensen becomes second White House aide to quit over abuse claims,
https://www.hindustantimes.com/world-news/maldives-to-deport-arrested-indian-british-journalists/story-4XkwddzkbnE5uUwy9lF0yK.html,"Maldives to deport arrested Indian, British journalists",
https://www.hindustantimes.com/world-news/us-navy-probes-alleged-drug-use-by-sailors-in-japan/story-CNaGnKsgi3SsfBtgMjmShJ.html,US Navy probes alleged drug use by sailors in Japan,
https://www.hindustantimes.com/world-news/israel-jet-crashes-after-iranian-targets-attacked-in-syria/story-eiAKWLlHtP7FgnS0RxjRPM.html,"Israel downs Iranian drone and strikes Syria, F-16 crashes",
https://www.hindustantimes.com/world-news/afraid-of-ageing-out-indian-children-of-h-1b-parents-speak-up/story-PVJ3LnB7epTk3G0lkqrVVI.html,"Afraid of ‘ageing out’, Indian children of H-1B parents speak up",
https://www.hindustantimes.com/world-news/donald-trump-and-kim-jong-un-impersonators-make-a-splash-at-the-winter-olympics/story-uwP8cduOHPXsYiqP0muKgN.html,Donald Trump and Kim Jong Un impersonators make a splash at the Winter Olympics,
https://www.hindustantimes.com/world-news/south-korea-s-moon-hosts-north-korean-talks-as-pence-keeps-up-pressure/story-Yrcrh5pmSIX26aWB9pxTBO.html,South Korea’s Moon hosts North Korean talks as Pence keeps up pressure,
https://www.hindustantimes.com/world-news/5-8-magnitude-quake-rattles-west-coast-of-mexico-no-damages/story-w9vvVWUYPEUYPtitAxHdlJ.html,"5.8 magnitude quake rattles west coast of Mexico, no damages",
https://www.hindustantimes.com/business-news/prestige-estates-projects-hdfc-capital-to-jointly-build-affordable-housing-platform/story-0QNVdf8iKaQNGeMWG1CgXI.html,"Prestige Estates Projects, HDFC Capital to jointly build affordable housing platform",
https://www.hindustantimes.com/business-news/china-trade-machine-roars-back-to-life-in-jan-imports-exports-beat-forecasts/story-21L1eNX2t8S1mBdWbNTYkM.html,"China trade machine roars back to life in Jan; imports, exports beat forecasts",
https://www.hindustantimes.com/business-news/china-imports-record-crude-oil-volumes-in-january/story-Yyp7NApHNSuamrzgdyETcM.html,China imports record crude oil volumes in January,
https://www.hindustantimes.com/business-news/rupee-opens-10-paise-lower-on-increased-dollar-demand/story-0sBQNjbUn5s5d7QvppsI4O.html,Rupee trades lower at 64.19 on increased dollar demand,
https://www.hindustantimes.com/business-news/sensex-recovers-168-points-in-early-trade-on-rbi-rate-decision/story-ODMpG63mlGCXk25xKUmckO.html,"Sensex surges 330 points, Nifty above 10,500 at close; Sun Pharma, Dr. Reddy’s top gainers",
https://www.hindustantimes.com/india-news/govt-changes-definition-of-msmes-bases-it-on-annual-revenue/story-ko7QpcvlYElqrrk724FmiN.html,"Govt changes definition of MSMEs, bases it on annual revenue ",
https://www.hindustantimes.com/world-news/us-spies-bilked-for-100-000-by-russian-peddling-trump-secrets-report/story-GesWIsuK0MSPJD7L1St9eJ.html,"US spies bilked for $100,000 by Russian peddling Trump secrets: Report",
https://www.hindustantimes.com/world-news/unsc-considers-demand-for-30-day-syria-ceasefire-for-delivery-of-aid/story-YhVWPHWNvOYElxG2g5N5NO.html,UNSC considers demand for 30-day Syria ceasefire for delivery of aid,
https://www.hindustantimes.com/world-news/north-korea-says-it-can-t-pay-un-due-to-bank-sanctions/story-4PmbnwXo0XU2XqnoWChGrL.html,North Korea says it can’t pay UN due to bank sanctions,
https://www.hindustantimes.com/world-news/autopsy-finds-gunman-who-killed-58-people-in-las-vegas-took-anti-anxiety-drug/story-mBPsvhmsFsv14E7fUlrkiL.html,Autopsy finds gunman who killed 58 people in Las Vegas took anti-anxiety drug,
https://www.hindustantimes.com/world-news/two-dead-as-winter-snowstorm-sweeps-across-us-midwest/story-o4OIw5cQZEZHhnGUKzvn9I.html,Two dead as winter snowstorm sweeps across US Midwest,
https://www.hindustantimes.com/world-news/displaced-from-libya-ghost-town-stranded-on-a-desert-plain/story-8AFskXlkdTVr0RwC8bo67N.html,Displaced from Libya ‘ghost town’ stranded on a desert plain,
https://www.hindustantimes.com/world-news/trump-blocks-release-of-russia-memo-drafted-by-democrats/story-6CVoGXkbHW0nioINHSQg7M.html,Trump blocks release of Russia memo drafted by Democrats,
https://www.hindustantimes.com/world-news/twin-bomb-blasts-strike-mosque-in-libya-s-benghazi-one-dead-129-wounded/story-i4kl95yFGRd1SOMs29cVJJ.html,"Twin bomb blasts strike mosque in Libya’s Benghazi; one dead, 129 wounded",
https://www.hindustantimes.com/delhi-news/delhiwale-sheru-s-human-parents/story-xcR1CDtI7M1AoYvZsjnUFK.html,Delhiwale: Sheru’s human parents,
https://www.hindustantimes.com/delhi-news/delhiwale-bridge-to-lhasa/story-rxncJWyXCw5QPgsMkoQeLN.html,Delhiwale: Bridge to Lhasa,
https://www.hindustantimes.com/delhi-news/three-master-plans-50-years-same-old-delhi/story-u0hiX5hAbS7hIrxfTCEdQM.html,"Three master plans, 50 years, same Old Delhi",
https://www.hindustantimes.com/delhi-news/windy-monday-morning-in-delhi-met-officials-say-be-prepared-for-rain/story-xuWB7umbRjcQ2wuhjzLYRM.html,"Windy Monday morning in Delhi, Met officials say be prepared for rain ",
https://www.hindustantimes.com/delhi-news/five-of-the-most-fearsome-women-who-rule-delhi-crime/story-QDYIwfFrBnGpTkJ7bpdgcP.html,Delhi’s 5 most dreaded women in crime: Running sex racket to ordering murders,
https://www.hindustantimes.com/delhi-news/man-commits-suicide-by-jumping-in-front-of-train-at-delhi-s-janakpuri-east-metro-station/story-HX3B0u2hMAy0bLkx24FfpM.html,Man commits suicide by jumping in front of metro train in Delhi,
https://www.hindustantimes.com/delhi-news/multiple-agencies-hamper-implementation-of-master-plan-rules/story-B0vTRJxg2ygX9poEFv0NxH.html,Multiple agencies hamper implementation of Master Plan rules ,
https://www.hindustantimes.com/delhi-news/beyond-borders-gaza-to-delhi-an-indo-palestinian-love-story/story-rFjMohw299uLp9hSFrd65N.html,"Beyond borders: Gaza to Delhi, an Indo-Palestinian love story ",
https://www.hindustantimes.com/delhi-news/delhi-held-to-ransom-by-traders-hc-on-amendment-of-masterplan/story-mHYHZy5gXOaPIlyW2eGIuO.html,Delhi held to ransom by traders: HC on amendment of masterplan,
https://www.hindustantimes.com/delhi-news/aarushi-case-trial-court-judge-moves-sc-to-set-aside-hc-remarks-says-they-will-affect-his-reputation/story-EWARiTw4MWkGiI6JQNNLCP.html,"Aarushi case: Trial court judge moves SC to set aside HC remarks, says they will affect his reputation ",
https://www.hindustantimes.com/delhi-news/enjoy-the-love-fest/story-WhFFHzMfCFgJczRlghHBKM.html,Enjoy the love fest,
https://www.hindustantimes.com/delhi-news/noida-bus-hits-boy-on-way-to-exam-refused-treatment-by-two-hospitals-dies/story-2LM80ng4IGEtX6MvCLsXhN.html,"Noida: Bus hits boy on way to exam; ‘refused treatment by 2 hospitals’, he dies",
https://www.hindustantimes.com/delhi-news/sc-comes-down-hard-on-bid-by-bjp-leaders-to-stop-sealing-in-delhi/story-SV4vI8cQOmu33UIIAv3VaN.html,SC comes down hard on bid by BJP leaders to stop sealing in Delhi,
https://www.hindustantimes.com/columns/by-the-way-on-a-sorry-road-of-morality-from-jaitu-to-chandigarh/story-dW7aszOl9JzEvOFB1yf7HJ.html,By The Way: On the sorry road of moral policing from Faridkot to Chandigarh,
https://www.hindustantimes.com/columns/is-india-doing-enough-to-treat-aids/story-vp6L6rqhj4Sn45Gm2kSOrK.html,Is India doing enough to treat AIDS?,
https://www.hindustantimes.com/tech/over-4-200-us-uk-government-websites-infected-with-crypto-mining-malware-report/story-rh3moWsC52J1mMuQNBYYzJ.html,"Over 4,200 US, UK government websites infected with crypto-mining malware: Report",
https://www.hindustantimes.com/tech/researchers-discover-device-to-generate-electricity-from-human-body/story-XNwnhYRPIDkQli43e8vDSJ.html,Researchers discover device to generate electricity from human body,
https://www.hindustantimes.com/delhi-news/honey-trapped-iaf-officer-was-posted-in-sensitive-defence-unit-for-airborne-warning-and-control-system/story-Hle7lGfmsgJDmbrRbi1bKN.html,IAF officer ‘honey-trapped’ by Pakistan’s ISI was posted in sensitive defence unit  ,
https://www.hindustantimes.com/delhi-news/biker-who-dies-due-to-police-negligence-wanted-to-be-a-policeman/story-MBmX2kji7B9f9jJNmZ4fnM.html,Biker who dies due to ‘police negligence’ wanted to be a policeman ,
https://www.hindustantimes.com/delhi-news/biker-killed-unmanned-police-barricades-threaten-safety-cause-traffic-jams/story-mecC4GB2Pt7bScDNgMr4GN.html,"Biker killed: Unmanned police barricades threaten safety, cause traffic jams",
https://www.hindustantimes.com/delhi-news/second-phase-of-barapullah-corridor-from-jln-stadium-to-ina-may-open-in-march/story-OEHJRt4tZlAXLlJZKHG9AL.html,Second phase of Barapullah corridor from JLN Stadium to INA may open in March,
https://www.hindustantimes.com/delhi-news/after-languishing-for-a-decade-delhi-s-foster-care-scheme-gets-its-first-success-story/story-dvrLjbeh39vcqwUuyzb7PM.html,"Five years after 4 siblings got new home, Delhi foster care has good news ",
https://www.hindustantimes.com/delhi-news/1933-minerva-to-1965-ford-mustang-vintage-cars-to-roll-down-delhi-s-roads-after-3-yrs/story-MzXJtunrPDMklQsh6GzQgP.html,1933 Minerva to 1965 Ford Mustang: Vintage cars to roll down Delhi’s roads after 3 yrs ,
https://www.hindustantimes.com/delhi-news/delhiwale-band-of-brothers/story-SqTkU1VD47hMfdmXbnDBUJ.html,Delhiwale: Band of brothers,
https://www.hindustantimes.com/delhi-news/delhiwale-into-the-wild/story-QTEmup0Tog5Bqsdq73SfUL.html,Delhiwale: Into the wild ,
https://www.hindustantimes.com/delhi-news/honey-trapped-iaf-officer-arrested-in-delhi-for-passing-secret-information-to-pakistan-s-isi/story-F4gbDcy9Iswh9ECkCOSRNI.html,‘Honey-trapped’ IAF officer arrested in Delhi for passing secret information to Pakistan’s ISI ,
https://www.hindustantimes.com/delhi-news/meet-the-team-that-rescued-five-year-old-vihaan-from-his-kidnappers/story-sDzjFJ0azfzn9t0TPChpKJ.html,Meet the team that rescued five-year-old Vihaan from his kidnappers,
https://www.hindustantimes.com/delhi-news/ndmc-seals-unauthorised-portion-of-delhi-gymkhana-club/story-i9U5WAdVNEPQaNFu2yz8vK.html,NDMC seals ‘unauthorised’ portion of Delhi Gymkhana Club,
https://www.hindustantimes.com/opinion/is-modi-of-the-right-wing-or-left-wing-is-that-even-a-relevant-question-to-ask/story-uLk5nYiE9II2GxFDj9cXCK.html,Is Modi of the Right-wing or Left-wing? Is that even a relevant question to ask?,
https://www.hindustantimes.com/columns/love-in-the-time-of-anti-romeo-squads/story-AFzdFxs9R5nVkzpalu3V5J.html,Love in the time of anti-Romeo squads,
https://www.hindustantimes.com/opinion/humans-are-not-the-only-animals-who-know-of-democracy/story-q1ocVkoG3YMJeKcYcE6QwJ.html,Humans are not the only animals who know of democracy,
https://www.hindustantimes.com/columns/a-calmer-you-by-sonal-kalra-seven-promises-to-make-to-your-loved-one-valentine-s-or-not/story-qZa4Fzvc7BZtZ1nfD8cbJO.html,"A Calmer You, by Sonal Kalra: Seven promises to make to your loved one – Valentine’s or not!",
https://www.hindustantimes.com/columns/why-did-india-deny-australian-radio-legend-phillip-adams-a-visa/story-1su56eNg9hr2ITz4pWggFL.html,Why did India deny Australian radio legend Phillip Adams a visa?,
https://www.hindustantimes.com/columns/when-you-fairly-civilly-disagree-about-god-shebaba-by-renuka-narayanan/story-nPp8KExSAgqi63x1WWMEWI.html,When you (fairly) civilly disagree about God: Shebaba by Renuka Narayanan,
https://www.hindustantimes.com/opinion/adultery-law-supreme-court-looks-back-to-move-forward/story-YS1rwFN2zxpYKSX0rnVc1J.html,Adultery Law: Supreme Court looks back to move forward,
